00:00:00.00 5 0 0
00:00:00.00 4 0 0
00:00:00.00 7 0 0
00:00:00.00 6 0 0
00:00:00.00 1 0 0
00:00:00.00 0 0 0
00:00:00.00 3 0 0
00:00:00.00 2 0 0
00:00:20.83 6 1 0
00:00:22.09 3 1 0
00:00:22.54 0 1 0
00:00:28.32 4 1 0
00:00:29.24 7 1 0
00:00:29.75 5 1 0
00:00:34.03 2 1 0
00:00:34.55 1 1 0
00:00:46.75 6 2 0
00:00:47.77 3 2 0
00:00:49.91 0 2 0
00:00:58.43 7 2 0
00:00:59.93 4 2 0
00:01:02.85 5 2 0
00:01:07.48 2 2 0
00:01:11.17 1 2 0
00:00:54.53 6 3 0
00:00:56.36 3 3 0
00:00:58.47 0 3 0
00:01:04.58 7 3 0
00:01:06.52 4 3 0
00:01:12.53 5 3 0
00:01:14.71 2 3 0
00:01:18.86 1 3 0
00:01:09.41 6 6 0
00:01:11.60 3 6 0
00:01:15.70 0 6 0
00:01:18.47 7 6 0
00:01:22.87 4 6 0
00:01:28.15 5 6 0
00:01:31.06 2 6 0
00:01:34.03 1 6 0
00:01:27.25 3 7 0
00:01:32.14 6 7 0
00:01:40.62 4 7 0
00:01:41.54 0 7 0
00:01:45.50 7 7 0
00:01:50.35 5 7 0
00:01:53.50 1 7 0
00:01:53.55 2 R 0
00:01:52.14 3 8 0
00:02:06.45 4 8 0
00:02:11.23 6 8 0
00:02:20.46 1 8 0
00:02:23.33 7 8 0
00:02:23.66 0 8 0
00:02:23.94 5 8 0
00:02:01.44 3 9 0
00:02:18.22 4 9 0
00:02:22.43 6 9 0
00:02:28.42 1 9 0
00:02:32.94 5 9 0
00:02:34.68 0 9 0
00:02:36.16 7 9 0
00:02:15.19 3 0 0
00:02:37.60 6 0 0
00:02:37.73 4 0 0
00:02:41.05 1 0 0
00:02:45.07 5 0 0
00:02:49.92 0 0 0
00:02:53.25 7 0 0
00:02:35.62 3 1 0
00:02:52.55 6 1 0
00:02:59.41 4 1 0
00:03:00.58 5 1 0
00:03:05.22 1 1 0
00:03:08.16 7 1 0
00:03:10.36 0 1 0
00:03:03.66 3 2 0
00:03:15.78 6 2 0
00:03:25.87 5 2 0
00:03:27.40 4 2 0
00:03:31.50 7 2 0
00:03:38.84 0 2 0
00:03:39.61 1 2 0
00:03:09.18 3 3 0
00:03:23.62 6 3 0
00:03:34.47 5 3 0
00:03:34.77 4 3 0
00:03:37.65 7 3 0
00:03:45.04 0 3 0
00:03:45.76 1 3 0
00:03:23.65 3 6 0
00:03:41.84 6 6 0
00:03:47.98 4 6 0
00:03:49.78 5 6 0
00:03:54.99 7 6 0
00:03:59.54 0 6 0
00:04:00.13 1 6 0
00:03:39.10 3 7 0
00:03:59.62 6 7 0
00:04:07.01 4 7 0
00:04:08.69 5 7 0
00:04:13.51 7 7 0
00:04:18.56 1 7 0
00:04:23.36 0 7 0
00:04:02.00 3 8 0
00:04:24.83 6 8 0
00:04:35.08 5 8 0
00:04:36.96 4 8 0
00:04:38.82 7 8 0
00:04:48.00 1 8 0
00:04:55.51 0 8 0
00:04:09.55 3 9 0
00:04:32.98 6 9 0
00:04:46.03 4 9 0
00:04:47.52 5 9 0
00:04:47.63 7 9 0
00:05:01.63 1 9 0
00:05:03.09 0 9 0
00:04:21.47 3 0 0
00:04:45.21 6 0 0
00:04:58.52 4 0 0
00:05:01.60 7 0 0
00:05:08.26 5 0 0
00:05:14.53 0 0 0
00:05:22.61 1 0 0
00:04:39.79 3 1 0
00:05:06.50 6 1 0
00:05:19.96 4 1 0
00:05:20.74 7 1 0
00:05:31.46 0 1 0
00:05:31.61 5 1 0
00:05:47.19 1 1 0
00:05:07.33 3 2 0
00:05:38.11 6 2 0
00:05:46.88 7 2 0
00:05:54.54 4 2 0
00:05:56.24 0 2 0
00:06:03.33 5 2 0
00:06:20.63 1 2 0
00:05:13.69 3 3 0
00:05:45.02 6 3 0
00:05:54.40 7 3 0
00:06:02.21 4 3 0
00:06:04.11 0 3 0
00:06:09.88 5 3 0
00:06:26.51 1 3 0
00:05:29.35 3 6 0
00:06:04.39 6 6 0
00:06:10.27 7 6 0
00:06:18.94 0 6 0
00:06:20.93 4 6 0
00:06:24.33 5 6 0
00:06:41.80 1 6 0
00:05:52.04 3 7 0
00:06:25.45 6 7 0
00:06:25.84 7 7 0
00:06:36.82 0 7 0
00:06:39.26 4 7 0
00:06:40.90 5 7 0
00:06:56.80 1 7 0
00:06:24.43 3 8 0
00:06:50.86 7 8 0
00:06:58.91 6 8 0
00:07:02.11 0 8 0
00:07:05.48 4 8 0
00:07:09.54 5 8 0
00:07:22.28 1 8 0
00:06:33.70 3 9 0
00:07:02.69 7 9 0
00:07:10.75 6 9 0
00:07:11.62 0 9 0
00:07:15.76 4 9 0
00:07:19.05 5 9 0
00:07:30.85 1 9 0
00:06:48.40 3 0 0
00:07:19.34 7 0 0
00:07:25.71 0 0 0
00:07:28.81 6 0 0
00:07:32.51 4 0 0
00:07:32.61 5 0 0
00:07:42.24 1 0 0
00:07:06.87 3 1 0
00:07:42.83 7 1 0
00:07:47.98 0 1 0
00:07:49.25 5 1 0
00:07:50.74 6 1 0
00:07:53.09 4 1 0
00:07:58.86 1 1 0
00:07:36.18 3 2 0
00:08:14.57 5 2 0
00:08:19.71 7 2 0
00:08:20.59 6 2 0
00:08:22.09 4 2 0
00:08:24.29 1 2 0
00:08:24.32 0 2 0
00:07:42.36 3 3 0
00:08:22.84 5 3 0
00:08:28.70 6 3 0
00:08:28.79 7 3 0
00:08:29.95 4 3 0
00:08:30.67 1 3 0
00:08:31.48 0 3 0
00:07:56.16 3 6 0
00:08:35.70 5 6 0
00:08:42.80 7 6 0
00:08:44.59 4 6 0
00:08:46.29 6 6 0
00:08:46.88 1 6 0
00:08:49.61 0 6 0
00:08:21.03 3 7 0
00:08:55.41 5 7 0
00:09:01.43 4 7 0
00:09:03.73 6 7 0
00:09:03.86 7 7 0
00:09:07.27 1 7 0
00:09:14.63 0 7 0
00:08:54.72 3 R 0
00:09:26.60 4 8 0
00:09:26.74 5 8 0
00:09:27.59 6 8 0
00:09:34.93 7 8 0
00:09:38.35 1 8 0
00:09:47.84 0 8 0
00:09:36.98 6 9 0
00:09:37.29 5 9 0
00:09:39.13 4 9 0
00:09:46.42 1 9 0
00:09:47.37 7 9 0
00:09:55.36 0 9 0
00:09:50.83 6 R 0
00:09:53.73 5 R 0
00:09:57.66 4 0 0
00:09:59.17 1 0 0
00:10:06.53 7 0 0
00:10:06.88 0 R 0
00:10:17.61 4 R 0
00:10:22.15 1 R 0
00:10:27.43 7 R 0
